gender;income_type;education;age_group;dob_years;family_status;children;education_id;family_status_id;debt;total_income;years_employed;purpose;total_income_group
M;business;secondary education;older adult;50;civil partnership;1;1;1;1;10079,223;9,126148251;wedding ceremony;income less than 20000
F;retiree;secondary education;elder;66;married;0;1;0;0;39747,957;5,479698996;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;42;unmarried;2;1;4;0;18391,548;4,004132678;real estate transactions;income less than 20000
F;employee;secondary education;young adult;24;married;0;1;0;0;5220,544;4,943206039;getting an education;income less than 20000
F;retiree;secondary education;elder;66;unmarried;0;1;4;0;11671,511;26,82047048;housing transactions;income less than 20000
F;business;secondary education;young adult;29;married;0;1;0;0;21462,073;2,770469883;purchase of a car;income between 20k to 39k
F;business;secondary education;adult;34;married;1;1;0;0;26750,898;10,05425332;purchase of a car;income between 20k to 39k
F;business;bachelor's degree;young adult;24;unmarried;0;0;4;0;31440,019;4,323286692;getting an education;income between 20k to 39k
F;retiree;bachelor's degree;elder;69;widow / widower;0;0;2;1;9762,824;11,35212222;real estate transactions;income less than 20000
F;retiree;secondary education;elder;66;civil partnership;0;1;1;0;10962,523;8,624553578;wedding ceremony;income less than 20000
F;retiree;secondary education;older adult;64;married;0;1;0;0;22280,593;12,32128662;housing transactions;income between 20k to 39k
M;business;primary education;older adult;55;married;0;3;0;0;39033,628;1,331894199;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;58;married;0;1;0;0;16497,48;9,17115021;real estate transactions;income less than 20000
M;business;secondary education;adult;43;married;0;1;0;0;33300,568;1,424208505;housing transactions;income between 20k to 39k
F;business;secondary education;older adult;53;married;0;1;0;0;17081,915;2,258938052;getting an education;income less than 20000
M;business;bachelor's degree;adult;48;married;0;0;0;0;31035,365;2,933673107;real estate transactions;income between 20k to 39k
M;employee;secondary education;adult;31;married;0;1;0;0;19752,72;4,930015823;housing transactions;income less than 20000
F;civil servant;secondary education;adult;49;married;0;1;0;0;39607,676;7,790751948;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;58;married;0;1;0;0;36106,642;21,41576838;getting an education;income between 20k to 39k
F;civil servant;secondary education;older adult;52;married;0;1;0;0;25899,759;1,298843963;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;young adult;25;married;0;0;0;0;17588,954;4,738223927;purchase of a car;income less than 20000
F;employee;bachelor's degree;young adult;26;married;1;0;0;0;9941,149;3,165264522;housing transactions;income less than 20000
F;employee;secondary education;young adult;29;married;1;1;0;0;18471,104;5,774341692;real estate transactions;income less than 20000
F;retiree;bachelor's degree;elder;66;civil partnership;0;0;1;0;14571,24;10,28274606;getting an education;income less than 20000
M;employee;secondary education;young adult;27;married;0;1;0;1;40770,15;0,962012635;housing transactions;income between 40k to 79k
M;civil servant;secondary education;older adult;57;unmarried;0;1;4;0;21020,238;6,971648389;purchase of a car;income between 20k to 39k
F;employee;secondary education;young adult;28;unmarried;1;1;4;0;24179,295;5,661360446;housing transactions;income between 20k to 39k
F;employee;bachelor's degree;adult;42;civil partnership;1;0;1;0;57741,947;24,38247405;wedding ceremony;income between 40k to 79k
F;retiree;primary education;older adult;54;widow / widower;0;3;2;0;21927,39;7,820843011;real estate transactions;income between 20k to 39k
F;retiree;secondary education;older adult;55;married;1;1;0;0;60782,6;10,07330483;real estate transactions;income between 40k to 79k
M;business;secondary education;older adult;54;civil partnership;1;1;1;0;19401,939;11,9451484;housing transactions;income less than 20000
F;employee;some college;young adult;23;unmarried;1;2;4;0;25710,33;2,494232575;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;33;civil partnership;1;1;1;0;22412,864;3,619392521;real estate transactions;income between 20k to 39k
M;employee;secondary education;adult;34;married;2;1;0;0;28311,78747;5,836026168;real estate transactions;income between 20k to 39k
M;employee;secondary education;adult;30;married;1;1;0;0;14029,25;4,136937203;getting an education;income less than 20000
M;employee;secondary education;adult;33;civil partnership;3;1;1;0;39237,152;2,202209586;wedding ceremony;income between 20k to 39k
F;business;bachelor's degree;adult;46;married;0;0;0;0;43106,882;4,820298918;housing transactions;income between 40k to 79k
F;business;secondary education;older adult;51;married;1;1;0;0;35486,127;3,820918703;getting an education;income between 20k to 39k
M;employee;some college;young adult;25;unmarried;0;2;4;0;32535,451;1,771278379;getting an education;income between 20k to 39k
M;employee;secondary education;adult;43;married;0;1;0;1;13223,207;0,459430863;real estate transactions;income less than 20000
F;retiree;secondary education;elder;66;married;0;1;0;1;19613,38657;8,624553578;real estate transactions;income less than 20000
M;employee;secondary education;adult;44;married;0;1;0;0;30595,154;0,708361712;real estate transactions;income between 20k to 39k
F;employee;secondary education;young adult;28;civil partnership;0;1;1;0;37873,49;6,337911013;housing transactions;income between 20k to 39k
F;business;secondary education;older adult;57;civil partnership;0;1;1;0;26758,809;13,11122735;wedding ceremony;income between 20k to 39k
M;business;secondary education;adult;44;married;0;1;0;0;111045,796;14,57757649;housing transactions;income between 80k to 120k
F;civil servant;secondary education;young adult;26;civil partnership;1;1;1;0;21102,846;8,343261488;wedding ceremony;income between 20k to 39k
F;employee;secondary education;older adult;55;married;0;1;0;0;24271,073;19,11088513;purchase of a car;income between 20k to 39k
M;employee;secondary education;older adult;55;married;1;1;0;0;13509,686;5,718460008;purchase of a car;income less than 20000
F;employee;secondary education;adult;49;married;0;1;0;0;12759,899;33,97598175;getting an education;income less than 20000
F;employee;bachelor's degree;adult;35;married;1;0;0;0;22419,712;14,40987141;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;44;married;1;1;0;0;13213,206;24,9197109;getting an education;income less than 20000
M;business;secondary education;adult;44;married;0;1;0;0;15451,844;6,469401514;housing transactions;income less than 20000
F;business;secondary education;older adult;55;married;0;1;0;0;14268,84;2,215301182;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;54;married;0;1;0;0;6330,524;9,083908849;housing transactions;income less than 20000
F;business;bachelor's degree;adult;44;married;0;0;0;0;30833,463;20,08285758;purchase of a car;income between 20k to 39k
M;employee;bachelor's degree;adult;46;divorced;0;0;3;0;53415,68;0,408504665;housing transactions;income between 40k to 79k
M;employee;secondary education;young adult;24;married;0;1;0;0;30849,176;1,372817653;getting an education;income between 20k to 39k
F;civil servant;secondary education;adult;49;married;0;1;0;0;14031,067;30,57685297;purchase of a car;income less than 20000
M;business;bachelor's degree;adult;30;married;0;0;0;0;33544,83;6,220308195;getting an education;income between 20k to 39k
F;employee;secondary education;adult;34;married;0;1;0;0;21264,571;5,084476893;housing transactions;income between 20k to 39k
M;employee;bachelor's degree;adult;41;married;2;0;0;0;36016,97264;5,486645289;getting an education;income between 20k to 39k
F;business;bachelor's degree;adult;49;married;0;0;0;0;26319,692;3,067478235;getting an education;income between 20k to 39k
M;business;secondary education;adult;40;married;0;1;0;0;15270,509;0,382642885;housing transactions;income less than 20000
M;employee;secondary education;older adult;54;civil partnership;0;1;1;1;13035,76;2,151209911;getting an education;income less than 20000
F;employee;secondary education;adult;31;married;1;1;0;0;22483,81513;6,944397103;housing transactions;income between 20k to 39k
F;retiree;bachelor's degree;older adult;50;married;0;0;0;0;36871,573;9,837782365;getting an education;income between 20k to 39k
F;employee;secondary education;adult;48;civil partnership;0;1;1;0;22226,862;6,254397827;wedding ceremony;income between 20k to 39k
F;employee;bachelor's degree;adult;36;civil partnership;0;0;1;0;34571,477;20,52508007;wedding ceremony;income between 20k to 39k
M;employee;bachelor's degree;adult;30;married;0;0;0;0;67626,528;4,301753482;purchase of a car;income between 40k to 79k
F;business;secondary education;adult;47;unmarried;0;1;4;0;31110,323;3,992985437;getting an education;income between 20k to 39k
F;business;bachelor's degree;adult;42;civil partnership;1;0;1;0;35474,59921;5,862673568;purchase of a car;income between 20k to 39k
F;employee;secondary education;young adult;29;married;0;1;0;0;15424,13;2,328740021;real estate transactions;income less than 20000
M;business;bachelor's degree;young adult;29;civil partnership;0;0;1;0;23117,338;3,188812545;wedding ceremony;income between 20k to 39k
M;business;bachelor's degree;young adult;26;unmarried;0;0;4;0;24950,644;0,601763039;housing transactions;income between 20k to 39k
M;civil servant;secondary education;young adult;29;married;3;1;0;0;28888,671;2,884668824;getting an education;income between 20k to 39k
M;employee;bachelor's degree;adult;31;married;1;0;0;0;28566,653;0,639889395;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;41;married;1;1;0;0;20480,628;5,216861514;housing transactions;income between 20k to 39k
M;business;secondary education;young adult;27;civil partnership;0;1;1;0;33645,097;2,967362549;getting an education;income between 20k to 39k
F;civil servant;bachelor's degree;young adult;28;married;2;0;0;0;23901,995;3,857072201;housing transactions;income between 20k to 39k
F;retiree;secondary education;older adult;59;civil partnership;0;1;1;0;30852,446;9,428397494;wedding ceremony;income between 20k to 39k
F;business;bachelor's degree;adult;39;civil partnership;0;0;1;0;74336,408;2,542992642;housing transactions;income between 40k to 79k
M;business;bachelor's degree;older adult;59;married;0;0;0;0;26415,676;13,80277802;real estate transactions;income between 20k to 39k
M;retiree;secondary education;older adult;58;married;0;1;0;0;13847,333;9,17115021;real estate transactions;income less than 20000
F;business;bachelor's degree;adult;43;married;0;0;0;0;34859,563;7,249835667;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;44;divorced;1;1;3;0;13504,055;1,73535914;purchase of a car;income less than 20000
F;retiree;bachelor's degree;older adult;51;civil partnership;0;0;1;0;31159,167;8,134466586;wedding ceremony;income between 20k to 39k
M;employee;some college;young adult;25;civil partnership;0;2;1;0;13985,589;0,483719443;wedding ceremony;income less than 20000
F;employee;secondary education;adult;42;civil partnership;0;1;1;0;17221,213;4,341243711;wedding ceremony;income less than 20000
F;employee;bachelor's degree;adult;47;married;0;0;0;0;16384,228;1,057256972;purchase of a car;income less than 20000
M;business;secondary education;adult;34;married;0;1;0;1;55976,608;6,76629932;purchase of a car;income between 40k to 79k
M;employee;secondary education;young adult;28;married;1;1;0;0;31855,419;3,885939392;housing transactions;income between 20k to 39k
M;employee;bachelor's degree;older adult;55;married;0;0;0;0;22501,439;6,680304291;getting an education;income between 20k to 39k
F;business;some college;adult;41;married;0;2;0;1;13610,431;6,073599434;real estate transactions;income less than 20000
F;employee;secondary education;adult;41;married;1;1;0;0;22483,81513;6,944397103;housing transactions;income between 20k to 39k
F;employee;secondary education;older adult;51;divorced;0;1;3;0;9979,291;2,458133904;getting an education;income less than 20000
F;employee;bachelor's degree;adult;31;married;3;0;0;0;13332,292;2,408698672;purchase of a car;income less than 20000
F;civil servant;bachelor's degree;older adult;50;married;0;0;0;0;30381,51827;12,62667807;housing transactions;income between 20k to 39k
F;business;secondary education;adult;45;married;1;1;0;0;10995,754;8,069615305;purchase of a car;income less than 20000
F;employee;secondary education;adult;45;married;0;1;0;0;10825,407;12,70548787;housing transactions;income less than 20000
M;employee;secondary education;adult;33;married;0;1;0;0;43291,655;9,469059345;housing transactions;income between 40k to 79k
M;employee;secondary education;older adult;53;civil partnership;0;1;1;1;26461,125;3,128758493;housing transactions;income between 20k to 39k
F;civil servant;bachelor's degree;adult;44;married;0;0;0;0;13654,474;26,53852335;real estate transactions;income less than 20000
F;employee;secondary education;adult;30;married;0;1;0;0;31236,018;8,660323513;getting an education;income between 20k to 39k
F;employee;secondary education;adult;44;civil partnership;0;1;1;0;26420,006;8,361334252;wedding ceremony;income between 20k to 39k
F;retiree;secondary education;elder;67;married;0;1;0;0;31953,567;7,537590589;getting an education;income between 20k to 39k
F;employee;bachelor's degree;adult;49;married;0;0;0;0;28728,33911;6,650129225;housing transactions;income between 20k to 39k
F;civil servant;secondary education;adult;38;civil partnership;1;1;1;0;8074,093;0,259608527;housing transactions;income less than 20000
F;civil servant;secondary education;adult;38;civil partnership;2;1;1;0;49393,826;12,92278295;purchase of a car;income between 40k to 79k
F;employee;secondary education;adult;45;civil partnership;2;1;1;0;49963,223;22,44012167;purchase of a car;income between 40k to 79k
F;retiree;secondary education;older adult;57;divorced;0;1;3;0;11408,238;5,692254174;purchase of a car;income less than 20000
M;retiree;secondary education;elder;70;married;0;1;0;0;9092,382;3,433604864;real estate transactions;income less than 20000
F;business;secondary education;young adult;26;civil partnership;1;1;1;0;32534,645;0,494747134;wedding ceremony;income between 20k to 39k
F;civil servant;bachelor's degree;older adult;62;married;0;0;0;0;50632,865;8,59820517;real estate transactions;income between 40k to 79k
F;employee;bachelor's degree;young adult;27;unmarried;1;0;4;0;10823,538;4,430159289;real estate transactions;income less than 20000
F;business;secondary education;older adult;50;divorced;0;1;3;0;39862,786;4,304412175;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;38;married;0;1;0;0;13514,481;11,1916213;purchase of a car;income less than 20000
F;retiree;secondary education;older adult;62;married;1;1;0;0;11157,692;7,717587349;getting an education;income less than 20000
F;employee;bachelor's degree;adult;45;civil partnership;1;0;1;0;28728,33911;6,650129225;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;39;divorced;2;1;3;1;7323,363;2,367080834;purchase of a car;income less than 20000
F;employee;secondary education;adult;34;civil partnership;2;1;1;1;22483,81513;6,944397103;wedding ceremony;income between 20k to 39k
M;employee;secondary education;adult;41;civil partnership;0;1;1;0;21808,049;4,498431418;wedding ceremony;income between 20k to 39k
M;employee;bachelor's degree;young adult;27;married;2;0;0;0;31500,221;10,62399373;purchase of a car;income between 20k to 39k
F;employee;some college;elder;68;divorced;1;2;3;0;33793,156;15,72742027;housing transactions;income between 20k to 39k
F;business;bachelor's degree;adult;42;married;1;0;0;0;39876,858;13,30804019;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;35;married;0;1;0;1;31397,661;5,905374744;real estate transactions;income between 20k to 39k
M;employee;bachelor's degree;adult;34;married;0;0;0;1;34444,181;2,826801272;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;36;married;0;1;0;0;27543,6;6,612557496;real estate transactions;income between 20k to 39k
F;retiree;bachelor's degree;older adult;55;divorced;0;0;3;0;37390,176;4,558781585;real estate transactions;income between 20k to 39k
F;employee;secondary education;adult;38;unmarried;0;1;4;0;22483,81513;6,944397103;purchase of a car;income between 20k to 39k
F;business;secondary education;adult;48;married;0;1;0;0;22072,528;8,553519523;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;40;married;0;1;0;0;17469,288;19,78586828;housing transactions;income less than 20000
F;employee;secondary education;adult;35;married;0;1;0;0;73535,774;2,691072468;purchase of a car;income between 40k to 79k
F;business;secondary education;adult;38;married;0;1;0;1;26387,04043;6,142550159;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;32;married;0;1;0;0;10899,705;3,515481829;purchase of a car;income less than 20000
M;employee;secondary education;adult;36;married;0;1;0;0;28311,78747;5,836026168;purchase of a car;income between 20k to 39k
F;employee;secondary education;young adult;24;civil partnership;0;1;1;0;28988,65;4,03447469;wedding ceremony;income between 20k to 39k
F;business;secondary education;adult;48;married;0;1;0;0;18085,789;5,105208501;housing transactions;income less than 20000
F;employee;secondary education;young adult;23;married;0;1;0;1;22156,658;4,832687002;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;56;married;0;1;0;0;21037,5562;9,413129869;housing transactions;income between 20k to 39k
F;business;bachelor's degree;adult;44;married;1;0;0;0;19420,617;11,43976824;real estate transactions;income less than 20000
F;business;secondary education;adult;47;married;0;1;0;0;31555,511;5,606887435;purchase of a car;income between 20k to 39k
M;employee;bachelor's degree;adult;47;married;0;0;0;0;16255,208;4,7130483;purchase of a car;income less than 20000
F;civil servant;bachelor's degree;adult;31;civil partnership;2;0;1;0;45687,646;4,942693958;wedding ceremony;income between 40k to 79k
F;employee;secondary education;adult;30;civil partnership;1;1;1;0;18686,025;1,694661587;purchase of a car;income less than 20000
F;civil servant;some college;young adult;27;unmarried;1;2;4;0;17825,04008;4,401096636;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;60;civil partnership;0;1;1;0;16180,39;7,987568398;wedding ceremony;income less than 20000
F;employee;bachelor's degree;young adult;28;civil partnership;0;0;1;0;18409,25;2,963460961;getting an education;income less than 20000
F;business;secondary education;adult;35;married;2;1;0;0;29991,209;4,420533747;real estate transactions;income between 20k to 39k
F;employee;secondary education;older adult;52;married;0;1;0;0;24399,452;2,013081315;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;40;unmarried;1;1;4;0;20913,369;0,262934129;purchase of a car;income between 20k to 39k
M;employee;secondary education;older adult;60;unmarried;0;1;4;0;15438,47;8,929322793;housing transactions;income less than 20000
F;business;secondary education;adult;34;married;1;1;0;0;34703,064;0,527521436;real estate transactions;income between 20k to 39k
M;employee;secondary education;older adult;57;married;1;1;0;0;32532,51;1,294904459;purchase of a car;income between 20k to 39k
M;employee;secondary education;young adult;26;married;1;1;0;1;7132,445;2,355460306;purchase of a car;income less than 20000
F;retiree;secondary education;elder;71;civil partnership;0;1;1;0;11964,471;8,624553578;wedding ceremony;income less than 20000
M;business;some college;young adult;29;civil partnership;0;2;1;0;26768,928;4,880033477;wedding ceremony;income between 20k to 39k
M;employee;secondary education;adult;33;married;2;1;0;0;16379,341;1,167541053;real estate transactions;income less than 20000
F;employee;bachelor's degree;adult;33;married;1;0;0;0;24100,924;5,215860559;getting an education;income between 20k to 39k
F;business;bachelor's degree;older adult;60;widow / widower;0;0;2;0;31748,661;7,68626273;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;45;unmarried;0;1;4;0;14091,139;2,506222604;housing transactions;income less than 20000
M;employee;secondary education;adult;39;civil partnership;0;1;1;0;61903,256;1,706296329;getting an education;income between 40k to 79k
M;business;bachelor's degree;young adult;27;unmarried;0;0;4;0;14051,148;2,048080914;getting an education;income less than 20000
M;business;some college;adult;42;married;1;2;0;0;17005,395;7,260709806;purchase of a car;income less than 20000
F;retiree;secondary education;older adult;64;married;0;1;0;0;23287,758;12,32128662;housing transactions;income between 20k to 39k
F;civil servant;secondary education;adult;37;civil partnership;3;1;1;0;13788,432;9,982603644;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;61;civil partnership;0;1;1;0;14636,813;13,93927676;housing transactions;income less than 20000
M;business;bachelor's degree;young adult;26;married;0;0;0;0;34179,259;2,010269128;purchase of a car;income between 20k to 39k
F;employee;primary education;young adult;29;civil partnership;0;3;1;1;19507,164;3,279936584;real estate transactions;income less than 20000
F;employee;secondary education;older adult;54;unmarried;0;1;4;0;14982,686;23,60478107;purchase of a car;income less than 20000
F;employee;secondary education;older adult;57;divorced;0;1;3;0;16699,202;16,65685755;purchase of a car;income less than 20000
M;business;secondary education;adult;33;married;1;1;0;0;25027,453;4,982710646;housing transactions;income between 20k to 39k
F;business;bachelor's degree;older adult;63;unmarried;0;0;4;0;29784,052;30,91934861;real estate transactions;income between 20k to 39k
F;business;secondary education;adult;39;married;0;1;0;0;23915,451;7,434358119;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;44;married;0;1;0;0;26593,137;4,117569778;housing transactions;income between 20k to 39k
F;employee;secondary education;adult;32;married;2;1;0;0;32208,512;0,324030878;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;48;married;0;1;0;0;18424,935;2,869054272;purchase of a car;income less than 20000
F;employee;secondary education;adult;30;civil partnership;3;1;1;0;8545,862;3,008508923;real estate transactions;income less than 20000
F;retiree;secondary education;older adult;63;unmarried;0;1;4;0;17858,612;8,196750105;purchase of a car;income less than 20000
F;business;secondary education;adult;33;civil partnership;1;1;1;0;32498,179;5,477510925;purchase of a car;income between 20k to 39k
F;employee;bachelor's degree;adult;44;unmarried;0;0;4;0;28728,33911;6,650129225;purchase of a car;income between 20k to 39k
F;business;secondary education;adult;41;married;2;1;0;0;20898,394;9,231285787;housing transactions;income between 20k to 39k
M;employee;primary education;young adult;27;unmarried;1;3;4;1;12856,068;3,05779101;real estate transactions;income less than 20000
F;business;secondary education;adult;32;civil partnership;1;1;1;0;36878,34;8,2482369;real estate transactions;income between 20k to 39k
F;employee;secondary education;older adult;58;married;0;1;0;0;12439,091;2,954666322;getting an education;income less than 20000
F;employee;secondary education;young adult;21;unmarried;0;1;4;0;17588,995;1,807403534;getting an education;income less than 20000
F;employee;secondary education;adult;42;married;1;1;0;0;22483,81513;6,944397103;real estate transactions;income between 20k to 39k
M;business;secondary education;elder;65;married;0;1;0;0;15625,299;15,41865412;getting an education;income less than 20000
F;business;bachelor's degree;young adult;21;married;1;0;0;0;16115,037;1,270094796;housing transactions;income less than 20000
F;business;secondary education;adult;47;married;0;1;0;0;17344,981;33,18268762;real estate transactions;income less than 20000
F;employee;secondary education;older adult;51;unmarried;0;1;4;0;39902,864;12,29430256;getting an education;income between 20k to 39k
F;employee;secondary education;adult;44;married;1;1;0;1;19110,794;6,786947413;real estate transactions;income less than 20000
F;employee;secondary education;adult;46;married;1;1;0;0;27069,23;3,706399139;getting an education;income between 20k to 39k
F;employee;secondary education;adult;30;civil partnership;1;1;1;0;36833,058;2,372235242;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;63;married;0;1;0;0;12990,79;9,346933943;housing transactions;income less than 20000
M;retiree;secondary education;adult;34;unmarried;0;1;4;0;12785,054;5,156342425;getting an education;income less than 20000
F;business;bachelor's degree;adult;41;widow / widower;0;0;2;0;26891,712;1,931165599;purchase of a car;income between 20k to 39k
F;retiree;bachelor's degree;older adult;61;married;0;0;0;0;25249,516;7,391898589;housing transactions;income between 20k to 39k
M;business;secondary education;adult;44;unmarried;0;1;4;0;50539,321;4,982632055;housing transactions;income between 40k to 79k
F;business;secondary education;adult;35;civil partnership;2;1;1;0;51245,726;5,66721439;purchase of a car;income between 40k to 79k
M;employee;secondary education;adult;46;married;1;1;0;0;28311,78747;5,836026168;getting an education;income between 20k to 39k
M;retiree;secondary education;older adult;59;married;0;1;0;0;45174,769;11,52497246;purchase of a car;income between 40k to 79k
M;employee;secondary education;adult;49;married;0;1;0;0;31781,183;16,18635807;purchase of a car;income between 20k to 39k
F;employee;bachelor's degree;adult;44;civil partnership;0;0;1;0;13524,445;7,66351588;real estate transactions;income less than 20000
M;employee;primary education;adult;31;married;1;3;0;0;16991,398;7,724033453;real estate transactions;income less than 20000
F;employee;secondary education;adult;46;divorced;0;1;3;0;21815,587;5,959131379;getting an education;income between 20k to 39k
F;business;secondary education;older adult;64;civil partnership;0;1;1;0;15497,365;43,38555007;wedding ceremony;income less than 20000
F;retiree;secondary education;elder;67;civil partnership;0;1;1;0;14344,09;3,314911486;wedding ceremony;income less than 20000
M;business;bachelor's degree;older adult;52;married;0;0;0;0;34729,974;1,623510281;purchase of a car;income between 20k to 39k
M;retiree;secondary education;elder;66;married;0;1;0;0;8395,11;5,479698996;real estate transactions;income less than 20000
M;employee;secondary education;older adult;50;married;0;1;0;0;11028,156;6,67192857;getting an education;income less than 20000
M;employee;secondary education;adult;42;civil partnership;5;1;1;0;28311,78747;5,836026168;purchase of a car;income between 20k to 39k
M;employee;secondary education;older adult;54;civil partnership;0;1;1;0;16811,889;22,27637545;wedding ceremony;income less than 20000
M;employee;secondary education;adult;44;married;1;1;0;0;26830,038;8,16152012;housing transactions;income between 20k to 39k
M;employee;secondary education;young adult;26;married;1;1;0;0;22177,022;4,78367214;housing transactions;income between 20k to 39k
M;employee;bachelor's degree;young adult;26;unmarried;1;0;4;0;25485,482;3,234297044;housing transactions;income between 20k to 39k
F;employee;secondary education;young adult;25;civil partnership;0;1;1;0;37121,661;6,011526771;wedding ceremony;income between 20k to 39k
M;civil servant;secondary education;older adult;58;civil partnership;0;1;1;0;25634,709;0,664416057;wedding ceremony;income between 20k to 39k
F;business;bachelor's degree;adult;41;civil partnership;3;0;1;0;27175,428;3,391046561;purchase of a car;income between 20k to 39k
F;retiree;secondary education;older adult;59;married;0;1;0;0;41279,11;11,52497246;real estate transactions;income between 40k to 79k
F;employee;bachelor's degree;adult;32;married;0;0;0;0;27444,656;9,155780793;getting an education;income between 20k to 39k
M;retiree;bachelor's degree;older adult;51;married;1;0;0;0;40680,074;7,319859068;getting an education;income between 40k to 79k
M;employee;secondary education;adult;44;married;2;1;0;0;28796,69;0,690660124;housing transactions;income between 20k to 39k
F;retiree;bachelor's degree;older adult;53;widow / widower;0;0;2;0;24968,874;6,165704741;getting an education;income between 20k to 39k
F;employee;secondary education;adult;48;widow / widower;0;1;2;0;22483,81513;6,944397103;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;adult;40;divorced;1;0;3;1;81877,154;1,407447789;purchase of a car;income between 80k to 120k
F;employee;secondary education;adult;41;married;0;1;0;0;25813,889;4,586675476;housing transactions;income between 20k to 39k
M;employee;secondary education;adult;40;unmarried;1;1;4;1;21290,376;3,715364468;purchase of a car;income between 20k to 39k
M;employee;secondary education;adult;43;married;3;1;0;0;121411,489;5,791041619;housing transactions;income more than 120k
M;business;bachelor's degree;young adult;28;married;1;0;0;0;45729,319;6,065998784;getting an education;income between 40k to 79k
M;employee;secondary education;adult;47;civil partnership;0;1;1;0;29056,077;3,679489401;wedding ceremony;income between 20k to 39k
F;retiree;secondary education;older adult;56;married;0;1;0;0;10610,585;9,698242419;purchase of a car;income less than 20000
F;employee;some college;young adult;29;married;0;2;0;0;38217,057;1,910534347;getting an education;income between 20k to 39k
M;employee;secondary education;young adult;24;civil partnership;0;1;1;0;25609,72542;3,159699816;wedding ceremony;income between 20k to 39k
M;business;secondary education;adult;41;married;1;1;0;0;44550,567;2,289633913;getting an education;income between 40k to 79k
M;employee;bachelor's degree;adult;41;unmarried;0;0;4;0;29333,966;3,117970085;purchase of a car;income between 20k to 39k
F;employee;secondary education;adult;44;married;1;1;0;0;20053,427;12,25382906;getting an education;income between 20k to 39k
F;business;secondary education;adult;44;unmarried;0;1;4;1;17101,535;2,020239808;getting an education;income less than 20000
F;retiree;bachelor's degree;older adult;64;married;0;0;0;0;45961,605;10,06713431;housing transactions;income between 40k to 79k
F;employee;some college;young adult;25;civil partnership;1;2;1;0;10848,465;0,988944341;housing transactions;income less than 20000
M;employee;secondary education;adult;45;married;1;1;0;0;37939,874;4,52353039;housing transactions;income between 20k to 39k
F;civil servant;bachelor's degree;adult;40;married;1;0;0;0;29150,223;8,906756489;real estate transactions;income between 20k to 39k
F;employee;bachelor's degree;young adult;27;unmarried;0;0;4;0;24816,632;1,700789114;getting an education;income between 20k to 39k
F;retiree;secondary education;older adult;52;unmarried;0;1;4;0;11419,562;7,10855333;housing transactions;income less than 20000
F;retiree;secondary education;elder;67;divorced;0;1;3;1;16116,887;6,420317566;purchase of a car;income less than 20000
F;employee;bachelor's degree;adult;45;married;2;0;0;0;28728,33911;6,650129225;real estate transactions;income between 20k to 39k
F;employee;primary education;adult;35;married;0;3;0;0;14676,518;2,985110176;real estate transactions;income less than 20000
F;civil servant;secondary education;older adult;53;civil partnership;0;1;1;0;17467,237;26,463021;wedding ceremony;income less than 20000
F;retiree;secondary education;older adult;62;married;0;1;0;0;13409,181;7,717587349;purchase of a car;income less than 20000
F;civil servant;some college;adult;31;married;0;2;0;0;17155,978;4,602777982;real estate transactions;income less than 20000
F;employee;secondary education;young adult;27;married;1;1;0;0;6770,851;1,419503755;housing transactions;income less than 20000
F;business;secondary education;young adult;28;unmarried;0;1;4;0;26507,501;5,008184999;housing transactions;income between 20k to 39k
F;business;secondary education;young adult;25;married;1;1;0;0;23396,32545;3,229774892;housing transactions;income between 20k to 39k
F;retiree;secondary education;elder;71;married;0;1;0;0;23105,262;11,12921559;getting an education;income between 20k to 39k
F;employee;secondary education;adult;47;married;0;1;0;1;26976,928;17,28993184;housing transactions;income between 20k to 39k
F;retiree;some college;older adult;54;married;0;2;0;0;31701,12;7,290037695;real estate transactions;income between 20k to 39k
M;business;bachelor's degree;adult;30;married;0;0;0;0;57330,785;1,777910447;housing transactions;income between 40k to 79k
F;employee;secondary education;adult;48;unmarried;0;1;4;0;13512,831;0,644709651;purchase of a car;income less than 20000
M;employee;secondary education;adult;37;married;1;1;0;0;24650,541;1,078037843;getting an education;income between 20k to 39k
